kawasan,negeri,kodparlimen,namaparlimen,SPR_order,calon,parti,parti2,verified_handle,id,posts,followers,following,name,pronoun,bio,link,202111_post_count,202112_post_count,202201_post_count,202202_post_count,202203_post_count,202204_post_count,202205_post_count,202206_post_count,202207_post_count,202208_post_count,202209_post_count,202210_post_count,202211_post_count,L12M_active_min_0,L12M_active_min_1,L12M_active_min_5,L12M_active_min_10,L12M_active_min_15,L12M_active_min_20,L12M_active_min_25,L12M_active_min_30,L12M_active_min_35,L12M_active_min_40,L12M_active_min_45,L12M_active_min_50,L12M_active_min_55,L12M_active_min_60,L12M_active_min_65,L12M_active_min_70,L12M_active_min_75,L12M_active_min_80,L12M_active_min_85,L12M_active_min_90,L12M_active_min_95,L12M_active_min_100,min_monthly_posts,consistency_grade,common_word_top5,hashtag_top3,mentions_top3,location_top3
SEMENANJUNG,PERLIS,P.001,PADANG BESAR,1,RUSHDAN BIN RUSMI,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERLIS,P.001,PADANG BESAR,2,KO CHU LIANG,PARTI WARISAN SABAH (WARISAN),WARISAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERLIS,P.001,PADANG BESAR,3,ZAHIDI BIN ZAINUL ABIDIN,BEBAS (BUKU),BUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERLIS,P.001,PADANG BESAR,4,ZAHIDA BINTI ZARIK KHAN,BARISAN NASIONAL (BN),BN,zahidazk,672767955.0,5829.0,71438.0,552.0,Zahida Zarik Khan,,Ketua Puteri UMNO Malaysia | Twitter: @ZahidaZK,,52.0,38.0,30.0,28.0,72.0,53.0,44.0,29.0,36.0,16.0,4.0,19.0,41.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"dapatlah, makanan, hadapi, santai, mungkin","#KestabilanDemiKemakmuran x73, #PRNJohor x66, #IniCaraJohor x46",@diraabuzahar x2,"Ibu Pejabat Umno Bahagian Pandan x1, Kg Bukit Tunggal, Segamat x1, Jeti Kuala Kedah-Langkawi x1"
SEMENANJUNG,PERLIS,P.001,PADANG BESAR,5,KAPT (B) HJ MOHAMAD YAHAYA,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERLIS,P.002,KANGAR,1,CIKGU ZAKRI,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERLIS,P.002,KANGAR,2,DR FATHUL BARI,BARISAN NASIONAL (BN),BN,drfathulbari,269643765.0,850.0,19355.0,548.0,Fathul Bari Mat Jahya,,International Khayr Ummah Foundation (IKAF),http://www.facebook.com/FathulBariMatJahya,2.0,10.0,2.0,2.0,3.0,3.0,0.0,5.0,7.0,4.0,8.0,2.0,3.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"ولو, nakkan, langau, menghitungnya, syamsulyusoffilm","#DFB x4, #BinaMasaDepan x2, #keluargaMalaysia x2","@ismailsabri60 x4, @faimfaba17 x2, @faisfaba x2",
SEMENANJUNG,PERLIS,P.002,KANGAR,3,PROF. DR. ROHIMI SHAPIEE,PARTI WARISAN SABAH (WARISAN),WARISAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERLIS,P.002,KANGAR,4,AMIN AHMAD,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERLIS,P.002,KANGAR,5,USTAZ NUR SULAIMAN,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERLIS,P.003,ARAU,1,FATHIN AMELINA,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERLIS,P.003,ARAU,2,SHAHIDAN BIN KASSIM,PERIKATAN NASIONAL (PN),PN,shahidankassim_,1324206908.0,852.0,33191.0,185.0,Shahidan Kassim,,• Caretaker Minister of Federal Territories  • @kwp.my  • MP for P003 Arau • President Malaysian Athletics Federation,https://m.facebook.com/ybdssk/,48.0,102.0,34.0,45.0,58.0,56.0,60.0,65.0,59.0,54.0,48.0,49.0,27.0,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.0,A,"jualan, amat, flood, asnaf, dr","#DSSK x637, #KeluargaMalaysia x579, #OurCityOurHome x533",,"Kuala Lumpur, Malaysia x260, Putrajaya, Wilayah Persekutuan, Malaysia x40, Dewan Rakyat, Parlimen Malaysia x18"
SEMENANJUNG,PERLIS,P.003,ARAU,3,ROZABIL @ TOK BEN,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.004,LANGKAWI,1,DATO PADUKA ABD KADIR,BEBAS (KAPAL TERBANG),KAPAL TERBANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.004,LANGKAWI,2,MOHD SUHAIMI BIN ABDULLAH,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.004,LANGKAWI,3,MAHATHIR BIN MOHAMAD,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,chedetofficial,6535696924.0,184.0,1529649.0,7.0,Dr Mahathir Mohamad,,Official Instagram of Tun Dr Mahathir Mohamad • 4th & 7th Prime Minister of Malaysia •,,3.0,0.0,0.0,4.0,1.0,0.0,6.0,5.0,3.0,6.0,1.0,2.0,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"sipadan, solved, mengarah, ashari, tahu",#PulangKeLangkawi x2,,"Global Arena, Fukuoka x2, Rumah Kelahiran Tun Dr Mahathir x1, Telaga Walk x1"
SEMENANJUNG,KEDAH,P.004,LANGKAWI,4,DATO' ARMISHAH SIRAJ (DAS),BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.004,LANGKAWI,5,ZABIDI YAHYA,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.005,JERLUN,1,DR. ABD GHANI AHMAD,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.005,JERLUN,2,DATO' SERI UTAMA MUKHRIZ MAHATHIR,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,mukhrizmahathir,264683767.0,1319.0,412087.0,124.0,Mukhriz Mahathir,,"Jerlun Independent MP, Jitra ADUN. Ousted as Kedah MB twice! Never say die! Fight for your right to (form a) party.  Admin site @mukhrizofficial",,10.0,3.0,7.0,5.0,2.0,4.0,5.0,4.0,5.0,12.0,9.0,7.0,5.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"gta, malek, th, baginda, duduk","#pejuang x25, #pejuangtanahair x23, #gerakantanahair x22","@chedetofficial x7, @ultraskedah09.official x2","Kuala Lumpur, Malaysia x5, TITI GAJAH x4, Darul Aman Stadium x2"
SEMENANJUNG,KEDAH,P.005,JERLUN,3,DR. MOHAMED FADZIL MOHD ALI,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.005,JERLUN,4,OTHMAN BIN AZIZ,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.006,KUBANG PASU,1,DATO' WIRA DR KU ABD RAHMAN BIN KU ISMAIL,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.006,KUBANG PASU,2,AIZUDDIN ARIFFIN,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.006,KUBANG PASU,3,AMIRUDDIN HAMZAH (TOK MET),PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,amiruddinhamzah__,36782301477.0,237.0,892.0,19.0,AMIRUDDIN HAMZAH,,Mantan Timbalan Menteri Kewangan | Calon Ahli Parlimen Kubang Pasu | Adun Anak Bukit | Orang Kedah yang inginkan perubahan.,,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,21.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"lanjutkan, langsir, lanjutbanyak, lans, langskap",,,"Sungai Anak Bukit x1, Kubang Pasu x1"
SEMENANJUNG,KEDAH,P.006,KUBANG PASU,4,HASMUNI BIN HASSAN (TOK MUNI),BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.007,PADANG TERAP,1,RAZALI BIN LEBAI SALLEH,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.007,PADANG TERAP,2,MAHDZIR BIN KHALID,BARISAN NASIONAL (BN),BN,mahdzir_khalid,2264442896.0,3319.0,8475.0,112.0,Mahdzir Khalid,,"Minister @kplb_gov | MP for Padang Terap | UMNO VP Husband, Father and a Grandad",http://jomtokdet.my/,191.0,181.0,123.0,159.0,115.0,106.0,93.0,87.0,197.0,238.0,196.0,216.0,199.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,85.0,A++,"masjid, sosial, ypm, akibat, ramlan","#KeluargaMalaysia x869, #luarbandarsejahtera x856, #BekerjaBersamaRakyat x814","@ismailsabri60 x175, @kplb_gov x104, @felcraberhad_official x42","Padang Terap, Kedah, Malaysia x2, Putrajaya x2, Nabawan x2"
SEMENANJUNG,KEDAH,P.007,PADANG TERAP,3,MUAZ ABDULLAH,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.007,PADANG TERAP,4,USTAZ NURUL AMIN,PERIKATAN NASIONAL (PN),PN,nurulaminbinhamid,5683632901.0,240.0,848.0,68.0,Nurul Amin Bin Hamid,,,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"lcbcr, lca, lc, lcw, lawar",,,
SEMENANJUNG,KEDAH,P.008,POKOK SENA,1,NORAINI BINTI MD SALLEH,PARTI WARISAN SABAH (WARISAN),WARISAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.008,POKOK SENA,2,DATO' AHMAD YAHAYA,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.008,POKOK SENA,3,NORAN ZAMINI BIN JAMALUDDIN,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.008,POKOK SENA,4,DATO' WIRA HJ MAHFUZ OMAR,PAKATAN HARAPAN (PH),PH,datomahfuzomar,2367647478.0,355.0,2135.0,153.0,Dato' Mahfuz Bin Omar,,,,10.0,11.0,3.0,0.0,12.0,10.0,12.0,3.0,14.0,3.0,10.0,9.0,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"langkawitmenziarahi, language, langkawit, langkawirunners, langkawikepada",,,
SEMENANJUNG,KEDAH,P.009,ALOR SETAR,1,NUHAIRI RAHMAT,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,nuhairirahmat,4049632792.0,17.0,316.0,5.0,Nuhairi Rahmat,,P.009 Alor Setar | Parti Pejuang Tanah Air | GTA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"layan, layakkah, layak, laya, lay","#alorsetar x3, #nuhairirahmat x3, #pejuang x3",,"Alor Setar x2, Sekolah Kebangsaan Suka Menanti x1"
SEMENANJUNG,KEDAH,P.009,ALOR SETAR,2,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.009,ALOR SETAR,3,FADZIL BIN HANAFI,PARTI WARISAN SABAH (WARISAN),WARISAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.009,ALOR SETAR,4,SIMON OOI TZE MIN,PAKATAN HARAPAN (PH),PH,simon_otm,209840037.0,880.0,1666.0,827.0,Simon Ooi Tze Min,,"Ahli Majlis Pimpinan Pusat PKR Naib Pengerusi PKR Kedah ADUN Bakar Arang, Kedah",http://fb.com/SimonOoiPKR,11.0,6.0,3.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"ingatan, sibuk, umbi, after, kongsikan",,,Universiti Malaya x1
SEMENANJUNG,KEDAH,P.009,ALOR SETAR,5,DATO' DR NORDIN YUNUS,BEBAS (POKOK),POKOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.009,ALOR SETAR,6,SOFAN FEROZA,BEBAS (PEN),PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.009,ALOR SETAR,7,TAN CHEE HIONG,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.010,KUALA KEDAH,1,DR AZMAN ISMAIL,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.010,KUALA KEDAH,2,PAK TUAN AL IDRUS,PARTI WARISAN SABAH (WARISAN),WARISAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.010,KUALA KEDAH,3,ULYA HUSAMUDIN,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,ulyahusamudin,34046564.0,908.0,3064.0,1286.0,Ulya Husamudin,,Co Founder Parti Pejuang TanahAir | Pejuang Information Chief Youth Advocacy | Education Justice | Transparency & Accountability,,0.0,0.0,0.0,1.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,5.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"tadi, taman, pun, sebelum, sempena",,@adibbiskandarr x2,"Kuala Kedah x1, Jeti Kuala Kedah x1, Nohutu Eco Tourism Kg. Melangkap Kota Belud x1"
SEMENANJUNG,KEDAH,P.010,KUALA KEDAH,4,DR. AHMAD FAKHRUDDIN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.010,KUALA KEDAH,5,DATO DR MASHITAH BINTI IBRAHIM,BARISAN NASIONAL (BN),BN,drmashitahibrahim,43959855945.0,264.0,1727.0,3.0,Dr. Mashitah Ibrahim,,,,0.0,0.0,2.0,11.0,39.0,41.0,29.0,27.0,15.0,12.0,14.0,6.0,36.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"morninghappy, mncri, sbgai, meyatakan, bayangkn",,,Mövenpick Hotel and Convention Centre KLIA x1
SEMENANJUNG,KEDAH,P.011,PENDANG,1,DATUK HAJI AWANG SOLAHUDIN,PERIKATAN NASIONAL (PN),PN,h.awanghashim,33422031497.0,1327.0,1200.0,63.0,Haji Awang Bin Hashim,,CALON 01 PERIKATAN NASIONAL P011 PENDANG,https://m.facebook.com/profile.php?id=100063786997774,33.0,69.0,40.0,79.0,93.0,94.0,87.0,81.0,40.0,54.0,39.0,53.0,5.0,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.0,A,"insurans, termasuk, syaaban, skim, kedua","#pendang x233, #pendangsejahtera x215, #KeluargaMalaysia x103",@bernamaofficial x3,"Pendang x273, Kementerian Sumber Manusia x73, Putrajaya, Wilayah Persekutuan, Malaysia x33"
SEMENANJUNG,KEDAH,P.011,PENDANG,2,DATO ZUL,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.011,PENDANG,3,RASHID YOB,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.011,PENDANG,4,SURAYA BINTI YAACOB,BARISAN NASIONAL (BN),BN,surayayaacob.official,27402814971.0,94.0,827.0,86.0,Suraya Yaacob,,ADUN Sg Tiang Ketua Bahagian Pendang Majlis Kerja Tertinggi UMNO Malaysia Ketua Penerangan UMNO Kedah,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"lcw, laying, layers, layer, lawyer",,,
SEMENANJUNG,KEDAH,P.012,JERAI,1,ZULHAZMI BIN SHARIFF,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.012,JERAI,2,DATO SERI DR. JAMIL KHIR BAHAROM,BARISAN NASIONAL (BN),BN,jamilkhirbaharom,4006021117.0,34.0,1490.0,31.0,Jamil Khir,,Pengerusi Badan Perhubungan UMNO Kedah,,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"langi, langgong, layon, langgokmalam, langgok",#tokmen x3,,
SEMENANJUNG,KEDAH,P.012,JERAI,3,USTAZ SABRI BIN AZIT,PERIKATAN NASIONAL (PN),PN,sabri_azit,48073653387.0,209.0,472.0,67.0,MP Jerai YB Ustaz Sabri Azit,,Menyantuni semua lapisan masyarakat Islam Memimpin Perpaduan,,4.0,17.0,6.0,5.0,5.0,24.0,2.0,3.0,1.0,0.0,24.0,7.0,52.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"merupakan, rm, saya, buloh, memasang",,,"Gurun, Kedah x3, Yan, Kedah x2, Guar Chempedak x1"
SEMENANJUNG,KEDAH,P.012,JERAI,4,DATUK NIZAM MAHSHAR,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.013,SIK,1,MAIZA,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.013,SIK,2,DATO' LATIFAH,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.013,SIK,3,AHMAD TARMIZI SULAIMAN,PERIKATAN NASIONAL (PN),PN,ahmadtarmizisulaiman,13741665455.0,1156.0,601.0,209.0,AHMAD TARMIZI SULAIMAN,,,,93.0,121.0,103.0,119.0,103.0,122.0,80.0,57.0,90.0,69.0,85.0,60.0,22.0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,55.0,A+,"tahunan, sri, nuklear, ppdk, hep","#KeluargaMalaysia x704, #madamabeles x26, #MAFIMalaysia x18",@ahmadtarmizi76 x23,"Dewan Rakyat, Parlimen Malaysia x7, Kg Sg Pau, Sik , Kedah x3, Sik, Kedah, Malaysia x3"
SEMENANJUNG,KEDAH,P.014,MERBOK,1,KHAIRUL ANUAR,PARTI WARISAN SABAH (WARISAN),WARISAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.014,MERBOK,2,DATO' SHAIFUL HAZIZY,BARISAN NASIONAL (BN),BN,shaifulhazizy,265829624.0,4065.0,2495.0,2584.0,Shaiful Hazizy Zainol Abidin,,"46 years old father, admirer to @barackobama @jokowi @khairykj and George Smith Patton Jr",,14.0,10.0,26.0,33.0,25.0,53.0,30.0,15.0,25.0,8.0,21.0,34.0,56.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,B,"asal, mohon, war, perikatan, bercakap","#demirakyat x131, #parlimenmerbok x131, #utkrakyat x99","@khairykj x9, @gjc.hospital.ampang x8, @1901malaysia x7","Sungai Layar, Sungai Petani, Kedah x15, Bukit Selambau, Kedah, Malaysia x14, Semeling, Kedah, Malaysia x10"
SEMENANJUNG,KEDAH,P.014,MERBOK,3,NURIN AINA,PAKATAN HARAPAN (PH),PH,nurin_aina98,6835118593.0,332.0,1183.0,236.0,Nurin Aina,,,,1.0,0.0,0.0,10.0,22.0,14.0,10.0,10.0,11.0,18.0,9.0,15.0,6.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"terngiang, kasihi, menyambut, oktober, datin","#HarapanMerbok x40, #JalanTerus x15, #SelagiAdaUpaya x13",,"Dewan Rakyat, Parlimen Malaysia x2, 33 водопада x1"
SEMENANJUNG,KEDAH,P.014,MERBOK,4,MOHD NAZRI,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.014,MERBOK,5,DATUK MOSIN RAZAK,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.015,SUNGAI PETANI,1,DR. TAUFIQ BIN DATO' JOHARI,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.015,SUNGAI PETANI,2,TAN JOON LONG @ TAN CHOW KANG,PARTI RAKYAT MALAYSIA (PRM),PRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.015,SUNGAI PETANI,3,HJ. MARZUKI YAHYA,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,dwmarzukiyahya,13116333928.0,671.0,962.0,20.0,Marzuki Yahya,,•Timbalan Presiden Parti Pejuang•,,25.0,11.0,4.0,15.0,29.0,13.0,9.0,8.0,13.0,16.0,12.0,4.0,40.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"penuh, membawa, kebangkitan, diri, mesyuarat","#UndiPEJUANG x24, #KekalBerprinsip x5, #UndiPejuang x3",@Bukit x2,
SEMENANJUNG,KEDAH,P.015,SUNGAI PETANI,4,DR. ROBERT LING,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.015,SUNGAI PETANI,5,DATO' SHAHANIM BINTI MOHAMAD YUSOFF,BARISAN NASIONAL (BN),BN,datoshahanimyusoff,7613442412.0,63.0,1423.0,1366.0,Dato' Shahanim Mohamad Yusoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,D,,,,
SEMENANJUNG,KEDAH,P.016,BALING,1,CIKGU JOHARI ABDULLAH,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.016,BALING,2,LT KOL (B) BASIR,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.016,BALING,3,DATUK AZEEZ RAHIM,BARISAN NASIONAL (BN),BN,azeezrahim,495382038.0,660.0,14325.0,84.0,Abdul Azeez Bin Abdul Rahim,,🇲🇾 Official account of Azeez Rahim Ahli Parlimen Baling | Ahli Majlis Tertinggi UMNO,http://www.facebook.com/azeezrahim/,24.0,50.0,14.0,2.0,65.0,23.0,14.0,9.0,49.0,26.0,11.0,4.0,22.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"king, pdm, kepimpinan, kelak, lalu","#azeezrahimrakyatbalingberpisahtiada x97, #balingdihatiku x60, #azeezrahim x57",,"Dewan Rakyat, Parlimen Malaysia x4, Baling, Kedah x2, Parlimen Malaysia x2"
SEMENANJUNG,KEDAH,P.016,BALING,4,USTAZ HASSAN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,KEDAH,P.017,PADANG SERAI,1,HAMZAH ABD RAHMAN,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
